team1,team2,city,date,toss_winner,first_batting,team1_player1_bat_rank,team1_player1_bowl_rank,team1_player2_bat_rank,team1_player2_bowl_rank,team1_player3_bat_rank,team1_player3_bowl_rank,team1_player4_bat_rank,team1_player4_bowl_rank,team1_player5_bat_rank,team1_player5_bowl_rank,team1_player6_bat_rank,team1_player6_bowl_rank,team1_player7_bat_rank,team1_player7_bowl_rank,team1_player8_bat_rank,team1_player8_bowl_rank,team1_player9_bat_rank,team1_player9_bowl_rank,team1_player10_bat_rank,team1_player10_bowl_rank,team1_player11_bat_rank,team1_player11_bowl_rank,team2_player1_bat_rank,team2_player1_bowl_rank,team2_player2_bat_rank,team2_player2_bowl_rank,team2_player3_bat_rank,team2_player3_bowl_rank,team2_player4_bat_rank,team2_player4_bowl_rank,team2_player5_bat_rank,team2_player5_bowl_rank,team2_player6_bat_rank,team2_player6_bowl_rank,team2_player7_bat_rank,team2_player7_bowl_rank,team2_player8_bat_rank,team2_player8_bowl_rank,team2_player9_bat_rank,team2_player9_bowl_rank,team2_player10_bat_rank,team2_player10_bowl_rank,team2_player11_bat_rank,team2_player11_bowl_rank,match_winner
Bangladesh,Zimbabwe,Chittagong,3 November 2009,1,1,37,101,101,101,62,101,89,101,101,101,66,101,101,101,60,66,101,87,101,5,101,101,28,101,101,101,51,101,54,101,101,101,78,101,19,3,101,101,101,85,101,18,101,53,0
New Zealand,Pakistan,Abu Dhabi,3 November 2009,1,1,26,101,101,101,101,101,13,101,60,101,50,10,37,101,79,80,101,22,101,55,101,28,29,101,101,101,41,101,23,101,36,84,90,2,54,20,101,101,101,101,101,6,101,81,1
Bangladesh,Zimbabwe,Chittagong,5 November 2009,0,1,39,101,101,101,42,101,56,68,101,101,68,101,101,101,101,101,101,78,101,5,101,79,31,101,101,101,57,101,51,101,22,1,76,101,101,94,101,101,101,18,101,101,101,46,0
India,Australia,Uppal,5 November 2009,1,1,26,30,63,101,6,101,44,101,2,101,101,101,101,101,101,17,101,101,101,101,101,101,11,101,7,101,16,101,5,54,1,101,30,101,101,13,101,101,101,20,101,47,101,49,1
New Zealand,Pakistan,Abu Dhabi,6 November 2009,0,0,20,101,101,101,36,101,29,101,37,81,90,1,101,101,49,20,101,3,101,7,101,84,24,101,101,101,101,101,52,10,40,101,13,101,21,63,74,75,101,23,101,54,101,27,0
India,Australia,Guwahati,8 November 2009,0,0,12,101,9,101,18,101,6,55,1,101,32,101,101,101,101,9,101,22,101,51,101,46,25,30,67,101,5,101,42,101,2,101,101,101,101,11,101,101,101,15,101,56,101,101,1
South Africa,Zimbabwe,Benoni,8 November 2009,1,0,39,101,4,101,3,101,38,101,101,101,87,71,101,101,101,13,101,6,101,101,101,35,101,101,101,101,41,101,45,101,70,101,58,69,62,101,101,70,101,29,101,3,101,82,0
New Zealand,Pakistan,Abu Dhabi,9 November 2009,0,0,14,101,101,101,36,101,27,101,38,82,90,2,101,101,54,13,101,5,101,7,101,59,25,101,101,101,101,101,23,66,59,101,56,9,40,101,80,81,101,27,101,55,101,17,0
South Africa,Zimbabwe,Centurion,10 November 2009,1,0,3,101,10,55,9,101,101,101,101,101,90,48,37,101,101,101,101,65,101,101,101,31,45,101,46,101,67,101,63,101,60,73,93,101,101,29,101,74,101,3,101,101,101,84,0
South Africa,England,Centurion,22 November 2009,1,0,31,101,4,101,3,101,101,101,101,101,101,101,90,49,37,101,101,70,101,8,101,31,101,101,43,101,18,101,11,54,44,101,84,101,101,101,101,96,101,101,101,101,101,21,1
South Africa,England,Cape Town,27 November 2009,0,0,34,101,8,101,3,101,101,101,101,101,38,101,101,101,101,72,101,71,101,38,101,13,44,101,101,101,101,101,22,101,12,54,40,101,84,101,101,70,101,7,101,48,101,8,0
South Africa,England,Port Elizabeth,29 November 2009,0,0,33,101,9,101,3,101,101,101,101,101,38,101,101,101,101,11,101,72,101,39,101,32,101,101,44,101,21,101,12,53,40,101,83,101,101,101,101,7,101,49,101,70,101,9,1
India,Sri Lanka,Rajkot,15 December 2009,1,0,10,101,6,101,1,101,31,101,26,101,101,12,71,101,101,101,101,24,101,101,101,49,59,101,13,101,17,101,23,56,101,101,49,101,91,86,84,101,101,4,101,101,101,52,0
India,Sri Lanka,Jamtha,18 December 2009,0,0,10,101,3,101,26,101,71,101,1,101,30,101,101,97,101,7,101,24,101,101,101,45,48,101,12,101,16,101,101,101,54,101,91,86,79,101,101,101,101,15,101,101,101,101,1
India,Sri Lanka,Cuttack,21 December 2009,1,1,44,101,16,101,13,101,101,101,50,101,80,101,101,5,101,101,101,49,101,15,101,101,10,101,4,101,19,101,9,66,101,101,30,101,101,90,101,7,101,101,101,42,101,38,0
India,Sri Lanka,Kolkata,24 December 2009,1,1,44,101,16,101,26,63,13,101,101,101,101,101,50,101,78,101,101,101,101,101,101,49,10,101,4,101,19,101,48,101,101,101,30,101,101,90,101,7,101,101,101,42,101,38,0
India,Sri Lanka,Kolkata,24 December 2009,1,1,48,101,12,101,23,59,16,101,101,101,101,101,54,101,85,101,101,101,101,101,101,46,10,101,3,101,26,101,71,101,101,101,30,101,101,97,101,7,101,101,101,45,101,34,0
India,Sri Lanka,Cuttack,21 December 2009,1,1,47,101,12,101,13,101,101,101,46,101,82,101,101,5,101,101,101,51,101,16,101,101,10,101,4,101,19,101,9,67,101,101,31,101,101,92,101,6,101,101,101,46,101,39,0
Bangladesh,Sri Lanka,Mirpur,4 January 2010,1,0,30,101,101,101,50,101,55,101,23,2,74,101,98,91,95,101,101,18,101,101,101,101,47,101,12,101,13,101,46,101,62,101,51,101,101,101,101,101,101,101,101,6,101,101,1
India,Sri Lanka,Mirpur,5 January 2010,1,0,19,101,10,101,40,101,9,48,1,101,30,101,101,88,101,6,101,101,101,54,101,89,48,101,101,101,13,101,47,101,52,101,101,101,101,101,101,101,101,101,101,101,101,101,1
Bangladesh,India,Mirpur,7 January 2010,0,0,28,101,101,101,53,101,25,2,51,101,73,101,81,95,92,101,101,22,101,101,101,35,19,101,10,101,41,101,9,48,1,101,30,101,101,87,101,6,101,101,101,53,101,88,1
Bangladesh,Sri Lanka,Mirpur,8 January 2010,1,0,29,101,101,101,51,101,50,101,25,2,73,101,82,97,91,101,101,23,101,101,101,35,41,101,101,101,12,101,101,101,59,101,55,101,101,101,101,101,101,95,101,101,101,5,1
India,Sri Lanka,Mirpur,10 January 2010,1,1,41,101,13,101,12,101,101,101,59,101,55,101,101,101,101,94,101,101,101,101,101,101,101,101,19,101,20,101,9,39,1,101,28,101,101,101,101,77,101,101,101,87,101,101,0
Bangladesh,India,Mirpur,11 January 2010,1,0,33,101,101,101,52,101,48,101,24,2,79,101,73,100,88,99,101,25,101,39,101,101,101,101,19,101,25,101,12,38,1,101,20,101,101,101,101,69,101,92,101,101,101,51,1
India,Sri Lanka,Mirpur,13 January 2010,1,0,9,101,19,101,26,101,12,38,1,101,21,101,101,69,101,6,101,101,101,54,101,93,45,101,13,101,10,101,101,101,61,101,56,101,101,94,101,101,101,5,101,101,101,101,1
Australia,Pakistan,Woolloongabba,22 January 2010,1,1,26,101,44,101,101,101,16,101,73,101,28,67,51,10,101,41,101,101,101,22,101,34,22,17,62,101,8,101,18,98,27,101,2,101,42,101,101,15,101,101,101,79,101,40,0
Australia,Pakistan,Sydney Cricket Ground,24 January 2010,1,0,22,21,46,101,8,101,14,99,27,101,2,101,42,101,101,16,101,79,101,80,101,35,25,101,47,101,101,101,17,101,60,101,28,67,49,13,101,42,101,101,101,30,101,20,0
Australia,Pakistan,Adelaide Oval,26 January 2010,0,0,24,22,50,101,8,101,16,101,20,101,2,101,40,101,101,18,101,67,101,93,101,36,27,101,46,101,101,101,18,101,52,101,101,101,47,13,101,101,101,32,101,19,101,27,0
Australia,Pakistan,Perth,29 January 2010,0,0,50,101,43,101,8,101,16,101,24,101,2,101,72,27,101,18,101,82,101,51,101,77,30,101,48,101,101,101,18,101,38,101,101,101,49,9,101,101,101,29,101,19,101,25,0
Australia,Pakistan,Perth,31 January 2010,1,1,31,101,101,101,101,101,27,66,38,101,101,101,50,10,101,101,101,101,101,101,101,26,51,101,42,101,8,101,23,101,101,101,2,101,73,27,101,14,101,18,101,80,101,49,0
New Zealand,Bangladesh,Napier,5 February 2010,0,0,18,101,101,101,43,101,28,101,101,72,101,101,87,1,47,9,101,58,101,87,101,101,29,101,101,101,57,101,52,101,26,3,82,101,72,101,90,96,101,101,101,101,101,51,0
Australia,West Indies,Melbourne Cricket Ground,7 February 2010,1,0,22,23,52,101,8,101,16,101,26,101,2,101,44,101,101,14,101,16,101,73,101,33,6,98,70,101,101,101,101,101,101,101,101,101,101,101,101,95,101,92,101,77,101,101,0
New Zealand,Bangladesh,Dunedin,8 February 2010,0,1,33,101,101,101,59,101,101,101,28,4,69,101,73,101,86,98,101,101,101,101,101,101,18,101,101,101,43,101,22,101,101,69,101,101,88,1,48,9,101,101,101,87,101,101,0
Australia,West Indies,Adelaide Oval,9 February 2010,1,1,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,96,101,91,101,78,101,101,20,21,51,101,6,101,16,101,2,101,25,101,44,101,101,14,101,15,101,29,101,48,0
New Zealand,Bangladesh,Christchurch,11 February 2010,0,1,33,101,90,101,99,101,58,101,28,2,72,101,73,101,85,94,101,101,101,101,101,101,18,101,101,101,35,101,24,101,86,1,101,101,49,8,101,68,101,101,101,39,101,101,0
Australia,West Indies,Woolloongabba,14 February 2010,1,0,21,21,97,101,4,101,26,101,101,101,2,101,70,30,101,15,101,63,101,14,101,24,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,82,101,48,101,80,101,64,0
Kenya,Netherlands,Nairobi,16 February 2010,0,1,101,101,101,101,101,101,27,58,101,101,101,101,101,101,101,101,101,101,101,101,101,101,89,101,101,101,65,101,101,101,87,101,101,99,101,97,101,101,101,101,101,101,101,34,0
Afghanistan,Canada,Sharjah Cricket Association Stadium,16 February 2010,1,0,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,54,101,101,101,68,101,101,101,79,59,101,101,101,63,101,101,101,101,101,101,0
Kenya,Netherlands,Nairobi,18 February 2010,0,1,101,101,101,101,101,101,31,55,101,101,101,101,101,101,101,101,101,101,101,101,101,101,94,101,101,101,65,101,101,101,87,101,101,99,101,92,101,101,101,33,101,101,101,101,1
Afghanistan,Canada,Sharjah Cricket Association Stadium,18 February 2010,1,0,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,54,101,101,101,69,101,78,60,101,101,101,64,101,101,101,101,101,101,101,101,1
Australia,West Indies,Melbourne Cricket Ground,19 February 2010,0,0,21,22,46,101,4,101,16,101,27,101,101,101,59,30,101,101,101,59,101,52,101,18,8,101,101,101,101,101,101,101,101,101,101,101,101,84,101,101,101,44,101,83,101,64,0
India,South Africa,Jaipur,21 February 2010,1,0,10,101,3,101,80,101,1,101,23,101,18,101,101,101,101,37,101,22,101,53,101,87,101,101,16,101,11,52,4,101,101,101,93,60,43,101,101,12,101,63,101,14,101,33,0
India,South Africa,Gwalior,24 February 2010,0,0,11,101,4,101,80,101,101,101,1,101,20,101,17,101,100,36,101,24,101,54,101,94,29,101,16,101,101,51,8,53,3,101,101,101,101,101,43,101,101,64,101,11,101,33,0
India,South Africa,Motera,27 February 2010,1,1,101,101,28,101,8,53,3,101,101,101,42,101,101,14,101,51,101,11,101,41,101,101,80,101,101,101,19,101,88,101,1,101,16,101,101,101,97,36,101,95,101,101,101,101,1
Bangladesh,England,Mirpur,28 February 2010,1,0,22,101,88,101,101,101,101,101,34,2,66,101,73,98,82,83,101,25,101,20,101,101,74,101,101,101,26,101,14,64,28,101,78,101,101,101,101,11,101,58,101,34,101,101,1
Bangladesh,England,Mirpur,2 March 2010,1,0,23,101,88,101,101,101,66,101,34,2,73,98,82,84,101,101,101,20,101,101,101,101,74,101,101,101,26,101,14,64,28,101,77,101,101,101,101,58,101,34,101,101,101,11,1
New Zealand,Australia,Napier,3 March 2010,1,1,20,26,48,101,5,101,17,101,27,101,2,101,56,30,101,15,101,14,101,52,101,13,18,101,101,101,36,101,19,101,101,68,101,101,41,83,101,81,101,41,101,6,47,8,0
West Indies,Zimbabwe,Guyana,4 March 2010,1,1,44,101,94,101,65,101,50,101,57,75,61,101,101,101,101,76,101,26,101,101,101,3,8,101,101,101,6,101,101,101,101,101,101,97,101,101,101,86,101,79,101,101,101,101,1
Bangladesh,England,Chittagong,5 March 2010,0,1,74,101,101,101,28,101,14,65,26,101,93,101,101,38,77,101,101,101,101,30,101,101,24,101,91,101,101,101,59,101,34,3,73,101,82,85,101,101,101,19,101,101,101,101,1
New Zealand,Australia,Auckland,6 March 2010,1,1,19,25,44,101,6,101,18,101,23,101,2,101,56,33,101,14,101,40,101,16,101,13,17,101,101,101,38,101,101,101,101,73,37,83,101,101,75,1,101,82,101,6,101,46,1
West Indies,Zimbabwe,Guyana,6 March 2010,1,1,45,101,98,101,50,101,60,101,65,101,101,101,54,77,101,72,101,28,101,2,101,98,5,94,101,101,101,101,8,101,101,101,101,101,101,100,101,51,101,101,101,73,101,86,0
New Zealand,Australia,Hamilton,9 March 2010,1,0,18,101,101,101,39,101,15,101,101,101,37,88,101,101,81,1,101,6,101,42,101,101,20,22,36,101,6,101,2,101,23,101,101,101,101,39,101,17,55,36,101,11,101,12,1
West Indies,Zimbabwe,Kingstown,10 March 2010,1,0,6,95,101,101,7,101,101,101,101,101,84,34,101,100,101,32,101,72,101,75,101,66,101,101,45,101,50,101,64,101,69,101,101,101,55,77,101,101,101,76,101,28,101,2,0
New Zealand,Australia,Auckland,11 March 2010,1,0,15,101,36,101,18,101,101,101,38,82,81,1,101,101,101,76,101,88,101,6,101,48,21,21,39,101,6,101,23,101,101,101,2,101,56,32,101,10,101,15,101,40,101,14,1
West Indies,Zimbabwe,Kingstown,12 March 2010,0,1,47,101,101,101,101,101,50,101,66,101,72,101,101,101,52,78,101,66,101,30,101,3,101,101,5,97,9,101,101,101,100,101,85,23,101,96,101,29,101,62,101,54,101,69,0
New Zealand,Australia,Wellington,13 March 2010,1,0,18,101,38,101,17,101,101,101,36,85,76,1,101,101,101,101,101,93,101,101,101,34,19,21,41,101,6,101,23,101,101,101,2,101,52,31,101,8,101,16,101,56,101,13,0
West Indies,Zimbabwe,Kingstown,14 March 2010,0,1,101,101,48,101,101,101,53,101,69,101,87,101,50,77,101,101,101,67,101,32,101,3,101,101,4,99,101,101,101,101,101,101,86,23,96,94,101,101,101,16,101,36,101,86,0
West Indies,Canada,Kingston,13 April 2010,0,0,101,101,9,101,101,101,23,101,90,101,101,101,101,54,101,20,101,36,101,77,101,101,101,101,58,101,101,101,70,101,101,101,81,64,101,101,101,71,101,101,101,80,101,101,0
West Indies,Ireland,Kingston,15 April 2010,1,1,73,101,101,101,101,52,71,101,101,101,63,101,101,101,101,101,101,45,101,101,101,101,101,101,8,101,101,101,24,101,90,101,101,101,101,56,101,23,101,29,101,77,101,101,0
West Indies,South Africa,North Sound,22 May 2010,0,1,14,101,8,101,7,53,3,101,101,101,101,101,101,14,101,101,101,9,101,35,101,101,101,101,5,100,80,20,27,101,95,101,101,101,87,77,88,23,101,57,101,29,101,37,1
West Indies,South Africa,North Sound,24 May 2010,1,1,8,101,11,101,7,47,2,101,101,101,101,101,101,101,101,15,101,24,101,6,101,101,5,101,101,101,28,101,96,101,82,20,90,77,101,35,101,101,89,27,101,38,101,58,1
Zimbabwe,India,Bulawayo,28 May 2010,1,1,83,101,101,101,23,101,65,101,17,101,91,39,101,101,101,101,101,101,101,101,101,101,47,101,49,101,101,101,101,101,87,101,51,87,101,101,101,67,101,29,101,3,101,96,0
West Indies,South Africa,Roseau,28 May 2010,1,1,6,101,10,101,8,49,1,101,101,101,101,101,101,17,101,101,101,6,101,24,101,34,5,101,101,101,9,101,101,101,78,20,89,77,91,26,101,101,101,37,101,73,101,40,1
India,Sri Lanka,Bulawayo,30 May 2010,0,1,45,101,12,101,62,101,88,93,90,101,69,101,101,101,101,3,101,90,101,65,101,14,83,101,101,101,17,101,43,101,16,101,101,101,92,36,101,101,101,101,101,97,101,101,0
West Indies,South Africa,Roseau,30 May 2010,0,0,101,101,5,101,10,101,78,20,101,101,87,77,91,26,101,101,101,101,101,72,101,40,11,101,6,101,8,49,1,101,101,101,101,101,101,17,101,101,101,101,101,24,101,34,1
Zimbabwe,Sri Lanka,Bulawayo,1 June 2010,1,0,43,101,44,101,101,101,101,101,87,101,53,93,101,101,101,68,101,29,101,4,101,98,45,101,10,101,101,101,68,101,92,101,101,11,101,101,101,3,101,79,101,101,101,57,1
Zimbabwe,India,Harare Sports Club,3 June 2010,0,1,79,101,101,101,17,101,48,101,19,101,85,33,101,101,101,101,101,101,101,85,101,101,43,101,44,101,87,101,53,93,72,101,101,101,101,101,101,101,101,68,101,29,101,4,0
West Indies,South Africa,Port of Spain,3 June 2010,0,0,101,101,6,84,9,101,101,101,79,21,90,101,84,67,91,28,101,101,101,101,101,36,5,101,11,101,8,52,2,101,101,101,49,101,101,18,101,101,101,101,101,38,101,101,1
India,Sri Lanka,Harare Sports Club,5 June 2010,1,0,76,101,101,101,15,101,101,101,46,101,21,101,86,33,101,101,101,101,101,101,101,79,45,101,9,101,101,101,90,101,101,101,57,101,101,13,101,3,101,60,101,101,101,101,1
Zimbabwe,Sri Lanka,Harare Sports Club,7 June 2010,0,1,43,101,6,101,101,101,91,101,57,101,101,101,101,101,101,101,101,56,101,101,101,49,45,101,39,101,101,101,56,101,85,101,54,97,101,101,101,60,101,29,101,81,101,4,0
Zimbabwe,Sri Lanka,Harare Sports Club,9 June 2010,1,0,46,101,39,101,56,101,101,101,101,101,54,97,87,101,101,60,101,29,101,4,101,83,45,101,7,101,101,101,93,101,79,76,62,101,101,101,101,9,101,50,101,59,101,3,1
Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,15 June 2010,0,0,45,101,7,101,12,101,101,101,62,101,79,76,93,101,101,55,101,3,101,42,101,101,101,101,33,101,101,101,29,67,40,101,42,8,50,101,90,80,101,43,101,63,101,24,0
Netherlands,Scotland,Rotterdam,15 June 2010,1,1,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,101,101,101,101,101,101,101,101,24,54,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0
Bangladesh,India,Rangiri Dambulla International Stadium,16 June 2010,0,0,26,101,93,101,63,101,58,101,33,2,72,101,90,87,101,101,101,25,101,101,101,49,22,101,14,101,16,101,50,101,1,101,20,101,88,27,101,11,101,26,101,101,101,56,1
Ireland,Australia,Dublin,17 June 2010,1,1,22,21,97,101,8,101,23,101,26,101,3,101,52,24,101,14,101,42,101,65,101,15,57,101,101,101,101,101,71,101,101,101,69,101,101,101,101,101,101,45,101,101,101,81,1
Sri Lanka,Bangladesh,Rangiri Dambulla International Stadium,18 June 2010,0,0,41,101,4,101,12,101,101,101,71,79,88,101,61,101,101,3,101,101,101,38,101,101,25,101,96,101,101,101,64,101,33,2,62,101,77,94,90,91,101,32,101,101,101,54,0
India,Pakistan,Rangiri Dambulla International Stadium,19 June 2010,1,1,29,101,101,101,28,67,45,101,101,101,40,6,48,101,93,73,101,42,101,65,101,14,16,101,15,101,17,101,1,101,50,101,21,101,89,24,101,11,101,20,101,101,101,58,0
Scotland,England,Raeburn Place,19 June 2010,0,0,72,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,78,101,101,101,101,46,101,101,101,30,101,13,58,27,101,101,101,101,11,101,13,101,101,97,101,101,29,1
Bangladesh,Pakistan,Rangiri Dambulla International Stadium,21 June 2010,1,1,101,101,101,101,101,101,101,101,40,101,32,7,47,101,87,76,101,101,101,53,101,101,26,101,91,101,101,101,64,101,33,2,101,101,77,93,101,101,101,36,101,101,101,15,1
Sri Lanka,India,Rangiri Dambulla International Stadium,22 June 2010,0,1,17,101,68,101,19,101,45,101,24,101,1,101,93,23,101,17,101,101,101,101,101,78,39,101,4,99,11,101,101,101,58,101,88,101,72,73,101,41,101,56,101,101,101,101,0
England,Australia,Southampton,22 June 2010,1,1,17,25,97,101,9,101,25,101,24,101,3,101,53,29,101,21,101,36,101,101,101,14,46,101,101,101,29,101,14,62,13,101,96,101,101,43,101,101,101,30,101,6,101,11,0
Sri Lanka,India,Rangiri Dambulla International Stadium,24 June 2010,1,1,19,101,51,101,20,101,1,101,45,101,23,101,88,23,101,13,101,15,101,101,101,41,41,101,7,100,12,101,101,101,74,75,55,101,81,101,101,44,101,3,101,38,101,101,1
England,Australia,Cardiff,24 June 2010,1,1,15,26,89,101,10,101,24,101,25,101,3,101,101,101,56,33,101,22,101,6,101,65,37,101,101,101,29,101,13,60,14,101,97,101,101,48,101,19,101,101,101,11,101,7,0
England,Australia,Manchester,27 June 2010,0,1,15,28,94,101,8,101,16,101,27,101,3,101,101,101,56,37,101,17,101,6,101,44,37,101,101,101,32,101,14,65,12,101,101,101,97,101,101,49,101,20,101,11,101,9,0
England,Australia,London,30 June 2010,0,1,15,28,94,101,8,101,16,101,26,101,3,101,101,101,57,37,101,17,101,6,101,46,37,101,101,101,32,101,14,64,12,101,101,101,97,101,101,49,101,20,101,11,101,9,1
Afghanistan,Canada,Voorburg,1 July 2010,1,1,101,101,71,101,101,101,59,101,101,101,84,58,101,101,101,73,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0
Ireland,Kenya,Rotterdam,1 July 2010,0,1,101,101,101,101,53,101,95,101,101,92,101,101,96,43,101,91,101,35,101,101,101,101,101,101,101,101,101,101,68,101,101,101,101,101,101,101,101,101,101,101,101,101,101,44,0
Netherlands,Scotland,Amstelveen,1 July 2010,0,0,101,101,101,101,101,101,101,101,101,101,101,101,101,92,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,98,101,101,101,101,101,101,101,101,101,101,101,101,101,1
Afghanistan,Ireland,Rotterdam,4 July 2010,1,1,101,101,101,101,101,95,61,101,101,101,101,101,101,101,101,43,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1
Canada,Scotland,Amstelveen,3 July 2010,1,1,101,101,101,101,101,101,101,101,98,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,83,101,101,101,63,101,101,101,101,101,88,60,101,64,101,101,101,101,101,101,1
Netherlands,Kenya,Voorburg,3 July 2010,1,0,101,101,101,101,101,101,101,101,101,101,101,101,101,92,101,101,101,101,101,101,101,101,101,101,57,101,101,101,95,101,101,101,101,88,97,41,101,101,101,42,101,101,101,101,0
England,Australia,London,3 July 2010,1,1,17,28,82,101,9,101,26,101,50,101,3,101,101,101,57,33,101,18,101,5,101,36,39,101,101,101,101,101,11,70,14,101,32,101,99,101,101,48,101,17,101,9,101,13,1
Afghanistan,Kenya,Amstelveen,5 July 2010,1,1,101,101,61,101,101,101,86,101,101,101,101,84,97,42,101,91,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0
Ireland,Scotland,Voorburg,5 July 2010,0,1,101,101,101,101,101,101,101,101,95,101,101,101,101,101,101,101,101,101,101,101,101,101,98,101,101,101,101,88,54,101,101,101,101,101,101,101,101,38,101,101,101,101,101,101,0
Netherlands,Canada,Rotterdam,5 July 2010,1,1,101,101,96,101,101,101,60,101,101,101,101,101,101,101,101,72,101,101,101,101,101,101,101,101,101,101,90,101,101,101,101,101,101,101,101,83,101,101,101,101,101,101,101,101,0
Canada,Ireland,Amstelveen,7 July 2010,0,0,101,101,96,101,101,101,101,101,60,101,101,101,101,101,101,72,101,101,101,101,101,101,95,101,101,101,101,101,101,101,52,97,101,101,101,101,101,101,101,101,101,90,101,38,1
Kenya,Scotland,Rotterdam,7 July 2010,1,1,101,101,101,101,101,101,101,101,97,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,55,101,94,101,101,101,101,87,98,45,101,101,101,101,101,101,101,80,101,101,1
Netherlands,Afghanistan,Voorburg,7 July 2010,1,0,101,101,101,101,89,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1
England,Bangladesh,Nottingham,8 July 2010,1,1,25,101,98,101,100,101,50,101,35,2,65,101,81,95,101,101,101,37,101,20,101,101,36,101,101,101,41,101,11,61,14,101,101,101,101,101,101,42,101,101,101,7,101,14,0
Afghanistan,Scotland,Rotterdam,9 July 2010,0,0,101,101,101,101,101,101,95,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,97,101,101,101,101,101,101,101,101,101,101,101,101,101,1
Canada,Kenya,Schiedam,9 July 2010,0,1,101,101,57,101,93,101,101,101,101,89,99,43,101,101,101,88,101,101,101,101,101,101,101,101,101,101,101,101,101,101,54,101,101,101,101,101,101,69,101,101,101,101,96,101,0
Netherlands,Ireland,Amstelveen,9 July 2010,1,1,91,101,101,101,101,101,49,98,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,79,61,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1
Canada,Kenya,Schiedam,10 July 2010,0,1,55,101,101,101,90,101,101,101,101,89,98,46,101,101,101,95,101,42,101,101,101,101,101,101,101,101,101,101,101,101,54,101,101,99,101,101,101,101,101,65,101,94,101,101,0
Ireland,Scotland,Amstelveen,10 July 2010,0,1,101,101,101,101,101,101,101,101,100,101,101,101,101,101,101,101,101,93,101,101,101,101,91,101,101,101,101,84,49,98,101,101,101,101,101,101,101,101,101,101,101,32,101,101,0
Netherlands,Afghanistan,Rotterdam,10 July 2010,0,0,101,101,101,101,61,101,101,101,101,101,101,101,101,79,101,101,101,101,101,101,101,101,101,101,101,101,64,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1
England,Bangladesh,Bristol,10 July 2010,0,1,27,101,84,101,97,101,101,101,41,2,71,101,75,97,101,26,101,21,101,101,101,101,25,101,101,101,62,101,13,60,23,101,101,101,101,101,101,101,101,7,101,16,42,101,1
England,Bangladesh,Birmingham,12 July 2010,1,0,26,101,101,101,63,101,101,101,13,59,23,101,68,101,101,43,101,101,101,101,101,6,31,101,90,101,76,101,101,101,39,2,72,101,80,93,101,27,101,22,101,101,101,101,0
Ireland,Bangladesh,Stormont,15 July 2010,0,1,27,101,96,101,77,101,101,101,37,2,70,101,80,97,101,24,101,21,101,101,101,101,51,101,85,101,101,81,75,101,49,94,101,101,101,101,101,101,101,25,101,61,101,101,0
Ireland,Bangladesh,Stormont,16 July 2010,0,0,51,101,85,101,101,81,74,101,49,94,101,101,101,101,101,101,101,23,101,62,101,101,31,101,87,101,70,101,101,101,40,2,77,101,101,101,73,100,101,28,101,27,101,101,1
Bangladesh,Netherlands,Glasgow,20 July 2010,1,0,32,101,87,101,70,101,101,101,38,2,77,101,73,100,101,27,101,101,101,61,101,26,101,101,101,101,63,101,101,83,101,101,101,101,101,101,101,101,101,101,101,70,101,101,1
India,New Zealand,Rangiri Dambulla International Stadium,10 August 2010,1,1,101,101,44,101,14,101,101,101,29,80,53,8,67,101,101,101,101,83,101,3,101,101,57,101,17,101,47,101,18,50,24,101,2,101,91,27,101,14,101,101,101,35,101,73,1
Sri Lanka,New Zealand,Rangiri Dambulla International Stadium,13 August 2010,1,1,101,101,44,101,15,101,101,101,29,80,101,101,101,101,101,82,101,3,101,40,101,101,38,101,7,101,13,101,101,101,65,101,82,51,101,5,101,101,85,101,101,12,101,35,0
Sri Lanka,India,Rangiri Dambulla International Stadium,16 August 2010,0,0,38,101,7,101,13,101,101,101,65,101,82,51,85,101,101,61,101,5,101,35,101,50,62,101,12,101,23,101,52,101,24,101,2,101,91,20,101,8,101,47,101,33,101,56,1
